Country,Market Year,Calendar Year,Month,Area Harvested,Area Planted,Beginning Stocks,CY Exp. to U.S.,CY Exports,CY Imp. from U.S.,CY Imports,Crush,Ending Stocks,Feed Waste Dom. Cons.,Food Use Dom. Cons.,MY Exp. to EU,MY Exports,MY Imp. from EU,MY Imp. from U.S.,MY Imports,Production,Total Distribution,Total Dom. Cons.,Total Supply,Trees,Yield
Solomon Islands,2014,2022,5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,13.0,11.0,13.0,0.0,0.8125
Solomon Islands,2015,2022,5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,14.0,11.0,14.0,0.0,0.8235
Solomon Islands,2016,2022,5,18.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,15.0,13.0,15.0,0.0,0.8333
Solomon Islands,2017,2022,5,19.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,15.0,13.0,15.0,0.0,0.7895
Solomon Islands,2018,2022,5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,0.0,0.8
Solomon Islands,2019,2022,5,21.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,18.0,17.0,18.0,0.0,0.8571
Solomon Islands,2020,2022,5,21.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,18.0,16.0,18.0,0.0,0.8571
Solomon Islands,2021,2022,5,22.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,19.0,17.0,19.0,0.0,0.8636
Solomon Islands,2022,2023,4,22.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,19.0,17.0,19.0,0.0,0.8636
Solomon Islands,2023,2024,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,19.0,17.0,19.0,0.0,0.8636
